
133999	0
134033	0
134039	13
134047	0
134053	0
134059	95
134077	0
134081	51
134087	3
134089	0
134093	61
134129	0
134153	0
134161	41
134171	7
134177	0
134191	0
134207	173
134213	0
134219	0
134227	103
134243	9
134257	0
134263	187
134269	0
134287	151
134291	5
134293	0
134327	81
134333	5
134339	3
134341	0
134353	0
134359	0
134363	3
134369	0
134371	0
134399	0
134401	0
134417	23
134437	169
134443	0
134471	0
134489	5
134503	0
134507	101
134513	0
134581	0
134587	207
134591	5
134593	105
134597	3
134609	0
134639	0
134669	0
134677	0
134681	15
134683	47
134699	21
134707	0
134731	0
134741	0
134753	3
134777	73
134789	0
134807	9
134837	0
134839	31
134851	3
134857	107
134867	0
134873	5
134887	0
134909	0
134917	171
134921	123
134923	13
134947	81
134951	0
134989	143
134999	0
135007	117
135017	7
135019	0
135029	27
135043	0
135049	153
135059	83
135077	11
135089	0
135101	0
135119	0
135131	21
135151	195
135173	15
135181	111
135193	0
135197	7
135209	0
135211	185
135221	3
135241	0
135257	0
135271	17
135277	9
135281	0
135283	0
135301	0
135319	0
135329	121
135347	0
135349	0
135353	0
135367	3
135389	99
135391	9
135403	0
135409	0
135427	0
135431	0
135433	0
135449	0
135461	0
135463	95
135467	97
135469	0
135479	3
135497	0
135511	0
135533	57
135559	0
135571	41
135581	0
135589	5
135593	19
135599	0
135601	13
135607	0
135613	201
135617	0
135623	0
135637	17
135647	7
135649	0
135661	37
135671	0
135697	0
135701	103
135719	0
135721	127
135727	85
135731	7
135743	13
135757	147
135781	181
135787	0
135799	0
135829	175
135841	0
135851	0
135859	0
135887	0
135893	0
135899	0
135911	7
135913	0
135929	0
135937	0
135977	19
135979	0
136013	33
136027	113
136033	0
136043	93
136057	7
136067	0
136069	0
136093	105
136099	51
136111	0
136133	0
136139	7
136163	19
136177	0
136189	0
136193	0
136207	0
136217	0
136223	193
136237	0
136247	0
136261	29
136273	45
136277	0
136303	0
136309	43
136319	0
136327	0
136333	17
136337	0
136343	131
136351	0
136361	13
136373	0
136379	0
136393	0
136397	7
136399	0
136403	0
136417	0
136421	0
136429	0
136447	0
136453	73
136463	0
136471	0
136481	0
136483	27
136501	157
136511	0
136519	91
136523	3
136531	0
136537	0
136541	0
136547	0
136559	173
136573	0
136601	133
136603	63
136607	0
136621	127
136649	0
136651	23
136657	0
136691	0
136693	5
136709	0
136711	0
136727	0
136733	0
136739	9
136751	0
136753	0
136769	0
136777	147
136811	135
136813	115
136841	0
136849	0
136859	0
136861	155
136879	97
136883	77
136889	0
136897	0
136943	0
136949	0
136951	11
136963	0
136973	0
136979	0
136987	47
136991	0
136993	0
136999	73
137029	0
137077	0
137087	0
137089	0
137117	0
137119	0
137131	0
137143	0
137147	0
137153	5
137177	103
137183	0
137191	0
137197	159
137201	7
137209	91
137219	25
137239	0
137251	19
137273	0
137279	0
137303	11
137321	15
137339	0
137341	0
137353	183
137359	0
137363	3
137369	0
137383	0
137387	211
137393	11
137399	0
137413	5
137437	151
137443	19
137447	0
137453	0
137477	217
137483	5
137491	21
137507	0
137519	0
137537	0
137567	0
137573	0
137587	157
137593	0
137597	0
137623	19
137633	115
137639	11
137653	87
137659	0
137699	0
137707	195
137713	11
137723	3
137737	0
137743	7
137771	0
137777	0
137791	0
137803	55
137827	0
137831	0
137849	0
137867	5
137869	27
137873	0
137909	3
137911	57
137927	0
137933	0
137941	0
137947	0
137957	0
137983	0
137993	0
137999	17
138007	0
138041	9
138053	11
138059	0
138071	77
138077	199
138079	0
138101	51
138107	0
138113	0
138139	93
138143	11
138157	0
138163	0
138179	31
138181	9
138191	0
138197	0
138209	7
138239	0
138241	0
138247	0
138251	0
138283	69
138289	159
138311	0
138319	71
138323	11
138337	27
138349	0
138371	0
138373	0
138389	0
138401	0
138403	11
138407	9
138427	0
138433	0
138449	31
138451	5
138461	0
138469	0
138493	0
138497	0
138511	5
138517	0
138547	191
138559	5
138563	0
138569	3
138571	0
138577	0
138581	0
138587	207
138599	0
138617	17
138629	0
138637	0
138641	0
138647	9
138661	177
138679	0
138683	35
138727	3
138731	0
138739	211
138763	17
138793	0
138797	0
138799	0
138821	89
138829	0
138841	0
138863	219
138869	0
138883	15
138889	0
138893	9
138899	19
138917	3
138923	0
138937	173
138959	0
138967	0
138977	33
139021	15
139033	97
139067	9
139079	5
139091	0
139109	27
139121	0
139123	25
139133	0
139169	0
139177	0
139187	0
139199	0
139201	0
139241	0
139267	7
139273	0
139291	153
139297	0
139301	5
139303	0
139309	49
139313	0
139333	0
139339	3
139343	7
139361	0
139367	27
139369	0
139387	159
139393	199
139397	0
139409	175
139423	0
139429	0
139439	0
139457	0
139459	0
139483	13
139487	0
139493	0
139501	0
139511	0
139537	17
139547	35
139571	5
139589	0
139591	101
139597	0
139609	0
139619	9
139627	0
139661	0
139663	0
139681	49
139697	0
139703	15
139709	0
139721	9
139729	3
139739	39
139747	0
139753	7
139759	157
139787	0
139801	0
139813	0
139831	0
139837	77
139861	5
139871	0
139883	0
139891	111
139901	0
139907	7
139921	0
139939	207
139943	0
139967	5
139969	0
139981	0
139987	0
139991	3
139999	0
140009	141
140053	0
140057	115
140069	0
140071	0
140111	0
140123	31
140143	0
140159	0
140167	213
140171	0
140177	0
140191	0
140197	3
140207	11
140221	0
140227	0
140237	0
140249	0
140263	0
140269	0
140281	0
140297	3
140317	0
